course_id,student_id,course_rating,date_rated
16,274564,5,2022-10-06
34,274564,5,2022-08-18
35,274564,5,2022-09-26
43,274564,5,2022-06-24
46,274564,5,2022-08-09
2,274906,5,2022-07-14
3,274906,4,2022-07-09
13,274906,5,2022-06-22
14,274906,3,2022-07-23
21,274906,5,2022-06-27
23,274906,4,2022-06-18
28,274906,4,2022-07-16
39,274906,5,2022-06-24
42,274906,2,2022-06-16
2,275045,3,2022-08-24
3,275045,5,2022-08-07
5,275045,3,2022-08-18
11,275045,5,2022-08-19
12,275045,3,2022-08-25
14,275045,5,2022-07-21
21,275045,3,2022-08-22
23,275045,5,2022-07-10
35,275045,3,2022-08-02
3,275449,5,2022-09-16
5,275449,5,2022-09-23
11,275449,5,2022-08-05
14,275449,5,2022-06-19
21,275449,5,2022-06-19
33,275449,5,2022-09-25
35,275449,5,2022-07-28
36,275449,5,2022-10-04
46,275449,5,2022-10-08
13,275590,5,2022-07-02
20,275590,5,2022-10-07
21,275590,5,2022-10-01
22,275590,5,2022-10-12
23,275590,5,2022-06-27
42,275590,5,2022-06-17
46,275590,5,2022-07-25
7,275741,5,2022-06-27
11,275741,5,2022-08-18
20,275741,5,2022-08-18
21,275741,5,2022-08-18
23,275741,5,2022-08-16
30,275741,5,2022-08-18
3,276439,5,2022-09-19
5,276439,5,2022-08-04
13,276439,5,2022-06-16
14,276439,5,2022-07-19
21,276439,5,2022-07-05
22,276439,5,2022-09-24
24,276439,5,2022-10-01
25,276439,5,2022-09-23
30,276439,5,2022-08-03
35,276439,5,2022-08-04
39,276439,5,2022-06-22
43,276439,5,2022-09-22
45,276439,5,2022-09-24
50,276439,5,2022-09-26
3,277084,4,2022-08-01
4,277084,5,2022-09-08
5,277084,5,2022-08-09
11,277084,4,2022-08-25
13,277084,4,2022-09-06
14,277084,4,2022-06-29
21,277084,4,2022-06-19
23,277084,4,2022-06-16
35,277084,4,2022-07-20
7,277242,5,2022-07-20
14,277242,5,2022-08-01
21,277242,4,2022-08-16
29,277242,5,2022-10-02
35,277242,5,2022-07-28
42,277242,5,2022-07-23
7,277353,5,2022-08-16
11,277353,5,2022-10-13
21,277353,5,2022-09-02
23,277353,5,2022-09-20
35,277353,5,2022-09-14
37,277353,5,2022-10-02
46,277353,5,2022-09-17
51,277353,5,2022-09-20
5,277398,5,2022-08-07
16,277398,5,2022-07-02
21,277398,5,2022-07-18
22,277398,5,2022-10-19
24,277398,5,2022-08-14
7,277403,5,2022-06-30
13,277403,5,2022-07-29
21,277403,5,2022-08-18
23,277403,5,2022-07-19
39,277403,5,2022-08-01
42,277403,5,2022-07-02
46,277403,5,2022-07-15
3,277557,4,2022-06-25
14,277557,5,2022-06-19
19,277557,5,2022-06-25
23,277557,5,2022-07-03
26,277557,5,2022-06-27
35,277557,5,2022-06-19
13,277866,4,2022-10-05
20,277866,4,2022-07-16
22,277866,4,2022-07-09
23,277866,4,2022-09-29
28,277866,3,2022-08-19
35,277866,4,2022-07-04
46,277866,4,2022-08-09
7,277886,5,2022-08-15
14,277886,5,2022-10-02
21,277886,5,2022-08-16
27,277886,5,2022-10-10
34,277886,5,2022-10-07
37,277886,5,2022-08-13
44,277886,5,2022-10-08
46,277886,5,2022-08-18
49,277886,5,2022-08-17
50,277886,5,2022-08-17
52,277886,5,2022-08-17
54,277886,5,2022-08-17
55,277886,5,2022-08-14
7,278283,4,2022-06-21
14,278283,5,2022-07-04
20,278283,5,2022-08-04
23,278283,5,2022-07-25
26,278283,5,2022-07-19
35,278283,5,2022-08-08
42,278283,5,2022-06-23
46,278283,5,2022-07-21
7,278582,5,2022-06-22
16,278582,5,2022-07-06
21,278582,5,2022-06-24
22,278582,5,2022-07-10
24,278582,5,2022-07-05
32,278582,5,2022-07-18
37,278582,5,2022-07-12
16,278684,5,2022-08-15
20,278684,5,2022-08-15
29,278684,5,2022-08-15
35,278684,5,2022-08-15
37,278684,5,2022-08-15
7,278753,5,2022-06-23
13,278753,5,2022-07-08
20,278753,5,2022-07-21
21,278753,5,2022-07-18
22,278753,5,2022-07-22
23,278753,5,2022-07-07
39,278753,5,2022-07-12
7,278764,5,2022-06-21
14,278764,4,2022-07-18
20,278764,5,2022-09-22
21,278764,4,2022-07-06
23,278764,5,2022-06-26
35,278764,5,2022-09-22
7,278851,5,2022-07-02
16,278851,5,2022-09-21
20,278851,5,2022-09-21
21,278851,5,2022-09-14
22,278851,5,2022-10-13
23,278851,5,2022-10-08
24,278851,5,2022-09-19
28,278851,5,2022-09-20
30,278851,5,2022-09-26
42,278851,5,2022-10-03
7,278927,5,2022-06-23
11,278927,5,2022-07-15
14,278927,5,2022-08-01
16,278927,5,2022-07-06
20,278927,5,2022-07-15
21,278927,5,2022-06-23
22,278927,5,2022-07-15
24,278927,5,2022-07-01
32,278927,5,2022-08-01
7,278972,5,2022-06-23
16,278972,5,2022-10-19
20,278972,5,2022-10-07
22,278972,5,2022-10-07
23,278972,5,2022-10-04
35,278972,5,2022-10-08
2,279482,5,2022-09-25
3,279482,5,2022-09-24
12,279482,5,2022-10-03
13,279482,5,2022-09-30
16,279482,5,2022-10-03
21,279482,5,2022-07-11
23,279482,5,2022-09-01
24,279482,5,2022-07-31
39,279482,5,2022-09-30
42,279482,5,2022-09-27
46,279482,5,2022-09-27
3,279738,5,2022-08-02
7,279738,5,2022-06-29
12,279738,4,2022-07-19
13,279738,4,2022-07-09
21,279738,4,2022-07-15
23,279738,4,2022-07-08
28,279738,3,2022-07-28
35,279738,3,2022-08-05
42,279738,3,2022-07-06
2,280121,4,2022-10-08
7,280121,5,2022-07-06
13,280121,4,2022-08-12
14,280121,5,2022-09-27
20,280121,5,2022-08-03
21,280121,5,2022-09-07
23,280121,5,2022-07-19
26,280121,5,2022-10-12
30,280121,5,2022-08-23
35,280121,5,2022-07-19
39,280121,5,2022-08-17
42,280121,5,2022-07-25
46,280121,5,2022-07-11
4,280207,4,2022-07-25
11,280207,5,2022-07-22
13,280207,5,2022-07-17
23,280207,5,2022-07-17
39,280207,5,2022-07-17
2,280249,3,2022-07-29
7,280249,5,2022-07-12
13,280249,5,2022-07-19
20,280249,5,2022-07-25
21,280249,5,2022-07-23
22,280249,5,2022-07-25
23,280249,4,2022-07-19
25,280249,5,2022-10-09
39,280249,5,2022-07-20
42,280249,4,2022-07-14
46,280249,4,2022-07-17
7,280324,5,2022-07-06
16,280324,5,2022-08-08
21,280324,5,2022-07-10
24,280324,5,2022-08-05
30,280324,5,2022-07-13
42,280324,5,2022-07-08
7,280379,5,2022-07-11
14,280379,5,2022-08-22
35,280379,5,2022-07-18
42,280379,5,2022-08-31
46,280379,5,2022-09-28
2,280613,5,2022-09-01
7,280613,5,2022-07-17
11,280613,5,2022-09-15
13,280613,5,2022-08-10
14,280613,5,2022-08-30
16,280613,5,2022-09-05
21,280613,5,2022-08-14
22,280613,5,2022-08-15
23,280613,5,2022-08-06
24,280613,5,2022-08-18
26,280613,5,2022-09-04
28,280613,5,2022-09-19
30,280613,5,2022-09-14
35,280613,5,2022-08-10
39,280613,5,2022-08-13
42,280613,5,2022-07-28
44,280613,5,2022-09-17
45,280613,5,2022-09-15
46,280613,5,2022-07-31
50,280613,4,2022-08-17
7,280868,5,2022-07-12
16,280868,5,2022-08-18
21,280868,5,2022-07-28
22,280868,5,2022-08-26
23,280868,5,2022-07-15
24,280868,5,2022-08-17
7,281870,5,2022-07-28
21,281870,5,2022-08-05
23,281870,5,2022-08-09
24,281870,5,2022-09-24
29,281870,5,2022-10-07
42,281870,5,2022-07-29
46,281870,4,2022-08-03
48,281870,5,2022-09-20
2,281961,5,2022-07-20
7,281961,5,2022-07-18
21,281961,5,2022-07-20
22,281961,5,2022-07-18
24,281961,5,2022-07-20
28,281961,5,2022-07-21
37,281961,5,2022-07-21
7,281993,5,2022-07-27
13,281993,5,2022-10-07
21,281993,5,2022-10-12
23,281993,5,2022-10-05
39,281993,5,2022-10-11
42,281993,5,2022-09-29
46,281993,5,2022-09-18
7,282318,5,2022-07-27
14,282318,5,2022-08-17
16,282318,5,2022-08-07
21,282318,5,2022-08-01
22,282318,5,2022-08-09
24,282318,5,2022-08-04
7,282575,5,2022-08-07
21,282575,5,2022-09-07
22,282575,5,2022-10-19
24,282575,5,2022-09-29
25,282575,5,2022-10-05
28,282575,5,2022-10-19
13,282586,4,2022-08-15
21,282586,4,2022-08-18
23,282586,4,2022-08-15
39,282586,4,2022-08-15
42,282586,4,2022-08-13
46,282586,4,2022-08-06
7,282591,5,2022-07-27
13,282591,5,2022-09-14
23,282591,5,2022-09-04
39,282591,5,2022-09-21
42,282591,5,2022-08-22
46,282591,5,2022-08-07
2,282601,5,2022-10-15
7,282601,4,2022-09-25
13,282601,5,2022-09-24
14,282601,5,2022-08-21
21,282601,5,2022-08-07
23,282601,5,2022-10-17
28,282601,5,2022-10-16
46,282601,5,2022-10-10
7,282726,5,2022-10-08
13,282726,5,2022-08-08
23,282726,5,2022-08-10
28,282726,5,2022-08-24
45,282726,5,2022-08-09
2,282739,5,2022-10-11
7,282739,5,2022-07-27
11,282739,5,2022-10-15
14,282739,5,2022-09-19
25,282739,4,2022-10-20
26,282739,5,2022-09-30
30,282739,5,2022-10-10
35,282739,5,2022-09-26
39,282739,5,2022-10-18
42,282739,4,2022-10-06
46,282739,5,2022-10-09
2,282954,5,2022-09-26
7,282954,5,2022-07-30
13,282954,5,2022-08-23
21,282954,5,2022-09-16
23,282954,5,2022-08-17
24,282954,5,2022-10-09
39,282954,5,2022-08-26
42,282954,5,2022-08-06
46,282954,5,2022-08-10
2,282977,5,2022-08-12
3,282977,5,2022-08-21
14,282977,5,2022-08-07
15,282977,5,2022-07-29
19,282977,5,2022-08-01
21,282977,5,2022-09-07
22,282977,5,2022-10-05
24,282977,5,2022-10-20
26,282977,5,2022-08-04
30,282977,5,2022-10-15
33,282977,5,2022-08-15
37,282977,5,2022-09-19
45,282977,5,2022-09-16
7,283357,5,2022-08-05
14,283357,4,2022-08-09
16,283357,5,2022-08-11
21,283357,5,2022-08-06
22,283357,5,2022-08-11
7,283406,4,2022-08-10
13,283406,4,2022-10-19
23,283406,4,2022-10-15
42,283406,4,2022-10-03
46,283406,3,2022-08-30
5,283730,5,2022-08-25
7,283730,5,2022-08-05
11,283730,5,2022-08-31
23,283730,5,2022-08-14
35,283730,5,2022-08-17
42,283730,5,2022-08-09
7,283824,5,2022-08-08
12,283824,5,2022-09-28
21,283824,5,2022-10-15
23,283824,5,2022-10-03
29,283824,5,2022-08-10
7,283886,5,2022-08-05
16,283886,4,2022-08-17
19,283886,5,2022-08-18
35,283886,5,2022-08-16
42,283886,5,2022-08-04
2,284438,5,2022-08-22
3,284438,5,2022-09-15
5,284438,5,2022-09-28
7,284438,5,2022-08-10
11,284438,5,2022-10-15
12,284438,5,2022-10-12
13,284438,5,2022-08-24
14,284438,5,2022-09-13
23,284438,5,2022-08-15
26,284438,5,2022-10-07
39,284438,5,2022-09-14
42,284438,5,2022-08-14
46,284438,5,2022-09-21
7,284482,4,2022-08-16
13,284482,5,2022-09-12
21,284482,4,2022-10-06
23,284482,4,2022-09-10
39,284482,4,2022-09-21
42,284482,4,2022-08-30
46,284482,4,2022-08-25
7,284858,4,2022-08-12
13,284858,5,2022-08-17
21,284858,5,2022-08-28
23,284858,4,2022-08-17
39,284858,4,2022-08-19
3,284907,5,2022-08-13
7,284907,5,2022-08-11
11,284907,5,2022-08-14
14,284907,5,2022-08-17
23,284907,5,2022-08-12
35,284907,5,2022-08-12
45,284907,5,2022-08-18
5,284923,5,2022-08-17
11,284923,5,2022-08-17
14,284923,5,2022-08-17
23,284923,5,2022-08-16
27,284923,5,2022-08-17
30,284923,5,2022-08-17
32,284923,5,2022-08-17
49,284923,5,2022-08-17
52,284923,5,2022-08-17
53,284923,5,2022-08-17
55,284923,5,2022-08-17
2,285352,5,2022-09-26
7,285352,5,2022-08-18
14,285352,5,2022-10-01
16,285352,5,2022-10-20
20,285352,5,2022-08-25
21,285352,5,2022-09-04
22,285352,5,2022-08-25
23,285352,5,2022-08-27
24,285352,5,2022-09-20
26,285352,5,2022-10-15
35,285352,5,2022-10-17
42,285352,5,2022-08-20
3,285411,4,2022-09-10
7,285411,5,2022-08-15
11,285411,3,2022-09-21
21,285411,3,2022-09-08
23,285411,5,2022-08-16
25,285411,4,2022-09-30
35,285411,3,2022-09-06
43,285411,4,2022-09-26
20,285642,5,2022-08-17
37,285642,5,2022-08-16
52,285642,5,2022-08-17
54,285642,5,2022-08-17
55,285642,5,2022-08-17
16,286151,5,2022-08-15
20,286151,5,2022-08-15
29,286151,4,2022-08-15
35,286151,5,2022-08-15
37,286151,5,2022-08-15
3,286440,5,2022-08-18
7,286440,5,2022-08-16
21,286440,5,2022-08-18
22,286440,5,2022-08-18
23,286440,5,2022-08-17
24,286440,5,2022-08-18
35,286440,5,2022-08-17
36,286440,5,2022-08-16
39,286440,5,2022-08-17
3,286475,5,2022-08-17
7,286475,5,2022-08-16
14,286475,5,2022-08-18
19,286475,5,2022-08-19
21,286475,5,2022-08-17
13,286642,5,2022-08-16
16,286642,5,2022-08-16
30,286642,5,2022-08-17
36,286642,4,2022-08-17
37,286642,5,2022-08-17
50,286642,5,2022-08-17
52,286642,4,2022-08-17
53,286642,4,2022-08-17
55,286642,4,2022-08-17
7,287143,5,2022-08-19
14,287143,5,2022-09-06
16,287143,5,2022-09-15
21,287143,5,2022-08-23
22,287143,5,2022-09-26
23,287143,3,2022-08-22
24,287143,4,2022-09-09
37,287143,5,2022-09-28
7,287330,5,2022-08-24
11,287330,5,2022-09-08
23,287330,5,2022-09-13
39,287330,5,2022-09-16
42,287330,5,2022-08-24
7,287490,5,2022-09-03
16,287490,5,2022-09-20
21,287490,5,2022-09-21
22,287490,5,2022-10-04
35,287490,4,2022-10-20
7,288269,5,2022-08-29
13,288269,5,2022-09-24
21,288269,5,2022-10-08
28,288269,5,2022-09-12
46,288269,5,2022-09-06
7,288345,5,2022-08-28
14,288345,5,2022-10-18
16,288345,5,2022-10-03
20,288345,5,2022-09-02
21,288345,5,2022-09-19
24,288345,5,2022-09-28
25,288345,5,2022-10-15
30,288345,5,2022-09-18
32,288345,5,2022-10-13
34,288345,5,2022-10-06
37,288345,5,2022-10-09
7,289802,5,2022-09-11
13,289802,5,2022-09-25
23,289802,5,2022-09-20
39,289802,5,2022-10-02
42,289802,5,2022-09-11
7,289910,5,2022-09-18
13,289910,5,2022-09-24
23,289910,5,2022-09-18
28,289910,5,2022-09-26
46,289910,5,2022-09-09
7,291116,5,2022-09-18
13,291116,5,2022-10-01
23,291116,5,2022-09-28
39,291116,5,2022-10-04
42,291116,5,2022-09-20
46,291116,5,2022-09-26
7,291626,5,2022-09-24
14,291626,5,2022-09-25
25,291626,5,2022-10-01
26,291626,5,2022-09-29
28,291626,5,2022-10-01
35,291626,5,2022-09-30
7,291769,5,2022-09-24
23,291769,5,2022-10-14
39,291769,5,2022-10-19
42,291769,3,2022-09-29
46,291769,5,2022-10-06
4,291789,5,2022-09-29
7,291789,5,2022-09-23
14,291789,5,2022-09-26
16,291789,5,2022-09-25
21,291789,5,2022-09-24
24,291789,5,2022-09-25
32,291789,5,2022-09-27
42,291789,5,2022-10-11
46,291789,5,2022-10-07
7,292151,5,2022-09-30
11,292151,5,2022-10-06
13,292151,5,2022-10-04
14,292151,5,2022-10-13
20,292151,5,2022-10-05
23,292151,5,2022-10-02
35,292151,5,2022-10-05
39,292151,5,2022-10-03
42,292151,5,2022-10-19
46,292151,5,2022-10-08
7,292815,5,2022-10-07
21,292815,5,2022-10-15
23,292815,5,2022-10-17
35,292815,5,2022-10-12
42,292815,5,2022-10-14
3,293083,5,2022-10-18
7,293083,5,2022-10-03
12,293083,5,2022-10-19
13,293083,5,2022-10-12
21,293083,5,2022-10-07
23,293083,5,2022-10-12
24,293083,5,2022-10-10
39,293083,5,2022-10-17
42,293083,5,2022-10-11
46,293083,5,2022-10-13
2,293713,5,2022-10-18
7,293713,5,2022-10-08
26,293713,5,2022-10-20
33,293713,5,2022-10-14
42,293713,4,2022-10-08
4,295114,5,2022-10-19
13,295114,5,2022-10-18
14,295114,5,2022-10-20
26,295114,5,2022-10-19
39,295114,5,2022-10-18
4,295177,5,2022-10-18
7,295177,5,2022-10-18
11,295177,5,2022-10-18
14,295177,5,2022-10-18
20,295177,5,2022-10-18
21,295177,5,2022-10-18
22,295177,5,2022-10-18
23,295177,5,2022-10-18
26,295177,5,2022-10-18
30,295177,5,2022-10-18
32,295177,5,2022-10-18
35,295177,5,2022-10-19
45,295177,5,2022-10-18
