student_id,exam_id,student_country,exam_result,exam_completion_time,date_exam_completed,date_exam_completed_m,date_exam_completed_m_n
259454,537,IN,67.0,4.13,2022-07-07,7,July
259454,712,IN,100.0,3.98,2022-07-07,7,July
259454,713,IN,83.0,7.45,2022-07-21,7,July
259491,368,IN,17.0,2.03,2022-05-09,5,May
259491,369,IN,0.0,2.3,2022-05-10,5,May
259510,368,US,83.5,1.2850000000000001,2022-01-07,1,January
259510,369,US,83.5,1.55,2022-01-07,1,January
259510,370,US,83.5,1.865,2022-01-07,1,January
259519,380,IN,42.0,3.115,2022-01-08,1,January
259523,368,US,83.5,2.315,2022-01-24,1,January
259523,369,US,75.0,3.21,2022-01-25,1,January
259523,370,US,83.0,4.52,2022-01-25,1,January
259523,380,US,100.0,3.4,2022-01-27,1,January
259523,552,US,83.33333333333333,6.323333333333333,2022-02-23,2,February
259523,553,US,83.0,17.7,2022-02-24,2,February
259524,368,US,83.5,2.24,2022-01-27,1,January
259524,369,US,83.5,2.7,2022-01-28,1,January
259524,370,US,61.0,2.5233333333333334,2022-01-28,1,January
259524,380,US,83.5,3.79,2022-02-01,2,February
259524,381,US,83.0,8.03,2022-02-01,2,February
259524,382,US,61.0,7.1933333333333325,2022-02-03,2,February
259524,384,US,58.0,5.17,2022-02-18,2,February
259524,401,US,66.5,9.24,2022-03-17,3,March
259524,403,US,17.0,25.0,2022-03-17,3,March
259524,439,US,66.5,3.79,2022-03-14,3,March
259524,440,US,83.5,1.625,2022-03-14,3,March
259524,441,US,91.5,1.0750000000000002,2022-03-14,3,March
259524,442,US,100.0,4.67,2022-03-15,3,March
259524,451,US,77.66666666666667,8.13,2022-02-22,2,February
259524,518,US,75.0,8.09,2022-02-11,2,February
259524,519,US,83.5,7.295,2022-02-12,2,February
259524,521,US,0.0,16.015,2022-02-17,2,February
259524,523,US,75.0,2.375,2022-01-28,1,January
259524,524,US,83.0,6.35,2022-01-28,1,January
259524,525,US,83.5,2.1,2022-01-28,1,January
259524,526,US,88.0,20.0,2022-01-28,1,January
259524,530,US,91.5,10.16,2022-03-15,3,March
259524,536,US,20.0,50.0,2022-02-11,2,February
259524,537,US,75.0,4.8999999999999995,2022-03-13,3,March
259524,664,US,83.0,3.08,2022-06-16,6,June
259524,678,US,83.0,3.43,2022-07-26,7,July
259533,368,US,75.0,2.8000000000000003,2022-03-27,3,March
259533,369,US,83.0,5.38,2022-03-28,3,March
259533,370,US,83.0,5.63,2022-03-29,3,March
259533,530,US,50.0,12.96,2022-08-26,8,August
259533,531,US,83.0,17.55,2022-08-26,8,August
259533,684,US,100.0,7.95,2022-08-08,8,August
259533,685,US,0.0,12.0,2022-08-24,8,August
259533,693,US,83.5,3.575,2022-08-18,8,August
259568,533,US,83.0,9.92,2022-02-10,2,February
259575,368,IN,58.5,3.99,2022-01-14,1,January
259622,368,IN,83.5,1.675,2022-01-08,1,January
259664,368,US,83.5,1.54,2022-01-10,1,January
259664,369,US,75.0,1.35,2022-01-10,1,January
259664,370,US,83.0,5.05,2022-01-11,1,January
259664,371,US,79.0,15.7,2022-01-11,1,January
259706,368,NG,83.5,2.9949999999999997,2022-01-15,1,January
259711,368,EG,66.5,7.1850000000000005,2022-01-13,1,January
259711,380,EG,0.0,10.0,2022-01-14,1,January
259731,368,EG,67.0,3.45,2022-01-24,1,January
259731,369,EG,83.0,4.03,2022-01-25,1,January
259731,370,EG,83.0,3.58,2022-01-25,1,January
259739,368,GB,50.0,2.735,2022-01-08,1,January
259781,368,NG,55.333333333333336,2.25,2022-01-29,1,January
259781,369,NG,83.5,4.2,2022-02-03,2,February
259781,370,NG,67.0,6.03,2022-02-03,2,February
259781,563,NG,83.5,5.435,2022-03-16,3,March
259846,712,US,91.5,5.54,2022-10-20,10,October
259846,755,US,83.5,2.525,2022-10-08,10,October
259846,756,US,77.66666666666667,1.74,2022-10-08,10,October
259846,757,US,83.33333333333333,1.8433333333333335,2022-10-08,10,October
259846,758,US,83.5,13.004999999999999,2022-10-09,10,October
259860,368,EG,72.16666666666667,2.1733333333333333,2022-01-10,1,January
259860,369,EG,83.5,3.5999999999999996,2022-01-10,1,January
259860,370,EG,77.66666666666667,1.9033333333333333,2022-01-10,1,January
259860,371,EG,65.0,7.425000000000001,2022-01-11,1,January
259860,401,EG,17.0,2.83,2022-05-30,5,May
259860,403,EG,46.0,9.275,2022-06-06,6,June
259860,420,EG,50.0,3.25,2022-01-12,1,January
259860,421,EG,33.0,5.73,2022-01-13,1,January
259860,423,EG,54.5,8.58,2022-01-14,1,January
259860,439,EG,58.0,3.2,2022-02-06,2,February
259860,440,EG,66.5,2.0100000000000002,2022-02-12,2,February
259860,441,EG,67.0,2.1,2022-02-12,2,February
259860,442,EG,58.5,0.56,2022-02-13,2,February
259860,443,EG,60.5,10.01,2022-02-13,2,February
259860,518,EG,50.0,2.4,2022-04-06,4,April
259860,521,EG,0.0,25.0,2022-04-06,4,April
259860,522,EG,48.0,29.014999999999997,2022-04-09,4,April
259860,523,EG,83.0,5.15,2022-04-22,4,April
259860,524,EG,50.0,5.63,2022-04-22,4,April
259860,525,EG,83.0,3.55,2022-04-22,4,April
259860,526,EG,63.0,17.3,2022-04-22,4,April
259860,532,EG,54.0,0.535,2022-09-12,9,September
259860,533,EG,50.0,7.28,2022-02-14,2,February
259860,543,EG,57.0,1.5699999999999998,2022-08-30,8,August
259860,548,EG,35.666666666666664,24.513333333333332,2022-08-30,8,August
259860,552,EG,83.0,11.45,2022-02-15,2,February
259860,553,EG,17.0,8.22,2022-02-25,2,February
259860,582,EG,17.0,0.45,2022-09-11,9,September
259860,583,EG,8.0,1.35,2022-09-11,9,September
259860,619,EG,60.0,9.1,2022-04-01,4,April
259860,626,EG,26.0,3.73,2022-10-03,10,October
259860,627,EG,29.0,2.48,2022-10-03,10,October
259860,629,EG,14.0,2.62,2022-10-03,10,October
259860,630,EG,40.0,4.87,2022-10-03,10,October
259860,635,EG,75.0,2.7849999999999997,2022-04-20,4,April
259860,657,EG,17.0,5.08,2022-05-30,5,May
259860,659,EG,50.0,2.0,2022-06-16,6,June
259860,663,EG,60.5,0.895,2022-10-03,10,October
259860,712,EG,83.0,2.37,2022-10-19,10,October
259860,755,EG,67.0,2.53,2022-10-11,10,October
259860,756,EG,83.0,4.73,2022-10-19,10,October
259860,757,EG,0.0,8.0,2022-10-19,10,October
259860,805,EG,83.0,2.05,2022-09-12,9,September
259865,393,US,33.0,2.35,2022-02-08,2,February
259865,395,US,54.0,24.8,2022-02-10,2,February
259865,425,US,50.0,9.0,2022-02-02,2,February
259865,448,US,0.0,10.0,2022-02-10,2,February
259865,449,US,0.0,15.0,2022-02-10,2,February
259865,518,US,44.333333333333336,19.993333333333336,2022-01-29,1,January
259870,368,US,91.5,2.11,2022-03-06,3,March
259870,369,US,75.0,2.405,2022-03-06,3,March
259870,370,US,66.5,1.375,2022-03-06,3,March
259870,408,US,33.0,1.52,2022-06-08,6,June
259870,616,US,58.5,2.35,2022-06-02,6,June
259870,617,US,83.33333333333333,2.533333333333333,2022-06-02,6,June
259870,618,US,75.0,4.705,2022-06-03,6,June
259870,635,US,75.0,4.31,2022-05-25,5,May
259870,657,US,0.0,12.0,2022-05-30,5,May
259870,660,US,58.5,1.39,2022-06-04,6,June
259870,721,US,33.0,5.95,2022-07-30,7,July
259875,368,US,50.0,3.32,2022-01-11,1,January
259884,530,NG,83.5,13.91,2022-07-14,7,July
259884,531,NG,66.5,7.975,2022-06-12,6,June
259884,532,NG,83.0,14.42,2022-06-12,6,June
259884,666,NG,78.0,32.38,2022-06-12,6,June
259884,755,NG,75.0,1.54,2022-07-19,7,July
259884,756,NG,83.0,2.28,2022-07-19,7,July
259884,757,NG,0.0,8.0,2022-07-19,7,July
259938,365,US,66.5,2.3499999999999996,2022-01-19,1,January
259938,366,US,66.5,2.875,2022-01-19,1,January
259938,367,US,100.0,4.22,2022-01-19,1,January
259938,368,US,77.66666666666667,1.32,2022-01-11,1,January
259938,369,US,75.0,3.135,2022-01-17,1,January
259938,370,US,83.5,2.48,2022-01-17,1,January
259938,371,US,89.5,7.949999999999999,2022-01-18,1,January
259938,478,US,100.0,3.88,2022-01-23,1,January
259938,479,US,100.0,11.08,2022-01-31,1,January
259938,480,US,100.0,5.0,2022-02-03,2,February
259938,481,US,91.5,4.16,2022-02-07,2,February
259938,482,US,78.5,47.190000000000005,2022-02-08,2,February
259938,506,US,83.5,2.44,2022-01-21,1,January
259938,507,US,100.0,4.83,2022-01-21,1,January
259938,508,US,91.5,1.82,2022-01-21,1,January
259938,509,US,94.0,11.885,2022-01-22,1,January
259938,518,US,88.66666666666667,3.8633333333333333,2022-02-10,2,February
259952,368,US,75.0,7.65,2022-01-21,1,January
259952,369,US,83.33333333333333,3.1233333333333335,2022-01-24,1,January
259952,370,US,66.66666666666667,3.6966666666666668,2022-01-24,1,January
259952,667,US,100.0,19.63,2022-06-05,6,June
259952,668,US,83.5,12.95,2022-06-07,6,June
259957,380,US,66.66666666666667,2.816666666666667,2022-01-10,1,January
259957,381,US,66.5,6.824999999999999,2022-01-11,1,January
259965,369,US,83.0,2.77,2022-01-13,1,January
259965,370,US,83.5,2.035,2022-01-13,1,January
259965,380,US,100.0,5.18,2022-01-13,1,January
259965,381,US,83.0,13.78,2022-01-17,1,January
259972,372,US,67.0,10.17,2022-01-26,1,January
259976,368,US,83.33333333333333,1.1266666666666667,2022-01-12,1,January
259981,544,IN,67.0,8.22,2022-08-27,8,August
259992,368,US,78.0,2.4499999999999997,2022-01-11,1,January
260038,368,EG,50.0,2.15,2022-03-29,3,March
260049,368,US,75.0,5.315,2022-01-11,1,January
260056,167,IN,100.0,4.9,2022-01-11,1,January
260075,380,US,50.0,4.78,2022-01-11,1,January
260111,368,US,67.0,3.28,2022-01-12,1,January
260111,369,US,50.0,2.18,2022-01-13,1,January
260111,370,US,83.0,2.62,2022-01-13,1,January
260111,378,US,83.0,3.58,2022-01-15,1,January
260112,372,IN,50.0,15.9,2022-01-12,1,January
260173,368,US,77.66666666666667,1.64,2022-01-12,1,January
260173,369,US,75.0,3.675,2022-01-15,1,January
260173,370,US,83.5,4.005,2022-01-15,1,January
260173,371,US,67.0,22.87,2022-01-15,1,January
260173,380,US,41.5,8.075,2022-01-26,1,January
260173,381,US,75.0,7.025,2022-01-26,1,January
260173,382,US,50.0,10.21,2022-01-28,1,January
260173,383,US,37.0,50.0,2022-02-02,2,February
260173,401,US,66.5,7.67,2022-06-17,6,June
260173,402,US,83.0,13.53,2022-06-28,6,June
260173,403,US,50.0,17.23,2022-07-01,7,July
260173,420,US,83.0,5.47,2022-01-17,1,January
260173,421,US,75.0,5.73,2022-01-17,1,January
260173,422,US,83.5,4.630000000000001,2022-01-24,1,January
260173,423,US,79.0,13.940000000000001,2022-01-24,1,January
260173,448,US,100.0,8.92,2022-07-07,7,July
260173,449,US,100.0,10.67,2022-07-07,7,July
260173,450,US,88.0,68.52,2022-07-09,7,July
260173,518,US,83.0,10.67,2022-02-07,2,February
260173,519,US,67.0,14.43,2022-02-08,2,February
260173,520,US,67.0,24.95,2022-02-11,2,February
260173,521,US,83.0,24.25,2022-02-14,2,February
260173,522,US,66.5,49.555,2022-02-16,2,February
260173,523,US,75.0,4.215,2022-03-21,3,March
260173,524,US,83.0,6.08,2022-03-23,3,March
260173,525,US,100.0,5.13,2022-03-23,3,March
260173,526,US,83.0,19.9,2022-03-23,3,March
260173,536,US,90.0,37.97,2022-02-04,2,February
260173,539,US,50.0,7.03,2022-04-04,4,April
260173,540,US,83.5,3.49,2022-04-06,4,April
260173,541,US,58.5,4.95,2022-04-11,4,April
260173,542,US,100.0,7.87,2022-04-30,4,April
260173,543,US,73.0,43.83,2022-05-09,5,May
260173,544,US,75.0,6.25,2022-05-11,5,May
260173,545,US,75.0,10.19,2022-05-11,5,May
260173,546,US,75.0,10.165000000000001,2022-05-13,5,May
260173,547,US,66.5,9.555,2022-05-20,5,May
260173,548,US,72.0,42.365,2022-05-25,5,May
260173,560,US,75.0,3.6849999999999996,2022-02-25,2,February
260173,561,US,83.0,11.77,2022-03-05,3,March
260173,562,US,67.0,96.2,2022-03-09,3,March
260173,580,US,67.0,9.98,2022-06-05,6,June
260173,581,US,66.5,5.44,2022-06-06,6,June
260173,582,US,83.0,8.88,2022-06-07,6,June
260173,583,US,77.0,24.575000000000003,2022-06-10,6,June
260173,629,US,14.0,120.0,2022-07-12,7,July
260173,630,US,55.0,118.5,2022-07-18,7,July
260173,720,US,100.0,14.23,2022-08-31,8,August
260173,721,US,66.5,6.595000000000001,2022-09-05,9,September
260180,448,US,33.0,3.53,2022-02-16,2,February
260181,380,IN,58.5,0.8,2022-01-16,1,January
260181,518,IN,0.0,20.0,2022-04-03,4,April
260181,785,IN,67.0,6.22,2022-08-09,8,August
260184,693,IN,50.0,4.78,2022-10-20,10,October
260190,368,EG,67.0,1.67,2022-02-13,2,February
260212,375,US,100.0,14.45,2022-01-14,1,January
260217,368,US,91.5,4.89,2022-01-14,1,January
260217,369,US,83.5,4.075,2022-01-15,1,January
260217,370,US,83.5,4.25,2022-02-21,2,February
260226,368,US,67.0,8.23,2022-01-19,1,January
260226,380,US,50.0,7.12,2022-01-23,1,January
260237,380,NG,67.0,4.35,2022-01-20,1,January
260265,380,US,100.0,5.7,2022-01-14,1,January
260265,381,US,83.5,8.75,2022-01-15,1,January
260265,382,US,50.0,4.335,2022-01-16,1,January
260291,368,US,66.66666666666667,2.1566666666666667,2022-01-18,1,January
260291,369,US,66.75,1.0999999999999999,2022-01-21,1,January
260291,370,US,83.5,1.5750000000000002,2022-01-21,1,January
260291,371,US,46.0,47.67,2022-01-24,1,January
260291,380,US,83.0,9.83,2022-01-24,1,January
260291,381,US,83.0,16.18,2022-02-02,2,February
260291,535,US,66.5,11.025,2022-02-15,2,February
260324,368,US,83.5,2.46,2022-01-13,1,January
260324,369,US,75.0,2.01,2022-01-14,1,January
260324,371,US,75.0,13.83,2022-01-14,1,January
260324,375,US,83.5,6.484999999999999,2022-01-16,1,January
260324,376,US,75.0,3.715,2022-01-16,1,January
260324,377,US,66.5,6.859999999999999,2022-01-17,1,January
260324,378,US,66.5,1.82,2022-01-17,1,January
260324,379,US,67.0,13.175,2022-01-17,1,January
260335,368,US,79.0,1.4025,2022-01-18,1,January
260335,369,US,88.66666666666667,1.5766666666666669,2022-01-19,1,January
260335,370,US,75.0,1.99,2022-01-19,1,January
260335,380,US,83.5,3.805,2022-01-19,1,January
260335,381,US,75.0,2.0,2022-01-21,1,January
260335,382,US,66.5,1.15,2022-01-25,1,January
260338,380,GB,83.0,4.03,2022-01-31,1,January
260338,381,GB,67.0,6.77,2022-01-31,1,January
260354,375,US,50.0,2.586,2022-01-18,1,January
260354,513,US,67.0,13.97,2022-01-19,1,January
260354,518,US,100.0,18.07,2022-03-06,3,March
260423,368,US,67.0,4.72,2022-01-17,1,January
260425,384,EG,61.0,7.1433333333333335,2022-01-14,1,January
260486,368,US,75.0,4.165,2022-01-16,1,January
260486,369,US,83.5,2.76,2022-01-16,1,January
260486,370,US,83.0,3.88,2022-01-16,1,January
260486,371,US,79.0,19.08,2022-01-16,1,January
260486,375,US,66.5,6.24,2022-01-18,1,January
260486,384,US,83.5,4.59,2022-01-23,1,January
260486,385,US,66.5,3.945,2022-01-25,1,January
260486,386,US,75.0,4.824999999999999,2022-01-26,1,January
260486,387,US,55.5,11.41,2022-01-26,1,January
260486,426,US,79.0,31.92,2022-02-01,2,February
260486,451,US,72.33333333333333,5.113333333333334,2022-02-20,2,February
260486,478,US,83.5,2.025,2022-01-29,1,January
260486,479,US,100.0,6.6,2022-01-29,1,January
260486,480,US,100.0,3.5,2022-01-29,1,January
260486,481,US,91.5,2.695,2022-01-30,1,January
260486,482,US,65.0,7.745,2022-01-31,1,January
260486,510,US,83.5,2.125,2022-02-06,2,February
260486,511,US,66.5,2.5700000000000003,2022-02-13,2,February
260486,512,US,70.0,3.575,2022-02-15,2,February
260486,514,US,83.5,7.425000000000001,2022-01-18,1,January
260486,520,US,83.5,23.174999999999997,2022-01-21,1,January
260486,521,US,83.0,12.02,2022-01-22,1,January
260486,522,US,90.0,69.07,2022-01-22,1,January
260489,380,US,83.33333333333333,2.6566666666666667,2022-01-15,1,January
260489,381,US,91.5,8.095,2022-01-15,1,January
260492,542,US,83.0,9.73,2022-09-20,9,September
260492,684,US,91.5,5.195,2022-09-20,9,September
260492,685,US,58.5,10.875,2022-09-20,9,September
260492,686,US,29.0,25.0,2022-09-20,9,September
260492,702,US,50.0,5.4,2022-08-10,8,August
260492,714,US,50.0,16.62,2022-09-20,9,September
260492,790,US,67.0,2.75,2022-09-20,9,September
260494,97,US,58.0,1.2,2022-01-18,1,January
260494,376,US,83.0,5.38,2022-01-15,1,January
260494,377,US,17.0,25.0,2022-01-17,1,January
260494,424,US,92.0,6.78,2022-01-22,1,January
260494,518,US,100.0,4.47,2022-01-22,1,January
260494,520,US,67.0,20.33,2022-01-22,1,January
260494,521,US,100.0,20.13,2022-01-20,1,January
260549,451,US,77.66666666666667,8.583333333333334,2022-01-23,1,January
260549,678,US,83.33333333333333,2.0333333333333337,2022-08-26,8,August
260549,698,US,77.66666666666667,6.933333333333334,2022-07-27,7,July
260549,724,US,91.5,7.96,2022-07-07,7,July
260549,725,US,88.66666666666667,8.576666666666666,2022-07-09,7,July
260549,726,US,100.0,16.25,2022-07-16,7,July
260549,796,US,75.0,2.275,2022-09-05,9,September
260567,380,GB,83.0,3.67,2022-01-15,1,January
260567,381,GB,83.0,10.75,2022-01-17,1,January
260572,368,US,83.5,1.2000000000000002,2022-01-19,1,January
260572,369,US,66.5,1.9500000000000002,2022-03-21,3,March
260572,370,US,75.0,1.9249999999999998,2022-03-21,3,March
260572,371,US,83.0,9.22,2022-03-21,3,March
260572,478,US,75.0,2.06,2022-03-06,3,March
260572,479,US,91.5,4.835,2022-03-06,3,March
260572,480,US,89.0,3.27,2022-03-08,3,March
260572,481,US,83.0,5.55,2022-03-18,3,March
260572,482,US,83.0,68.08,2022-03-21,3,March
260572,518,US,72.0,14.866666666666667,2022-03-03,3,March
260572,519,US,91.5,8.7,2022-03-03,3,March
260572,520,US,66.5,23.78,2022-03-03,3,March
260572,521,US,91.5,18.165,2022-03-03,3,March
260572,522,US,55.0,74.75,2022-03-04,3,March
260572,537,US,83.0,7.13,2022-03-21,3,March
260572,538,US,77.0,19.66,2022-03-23,3,March
